,Location,count,mean,std,min,25%,50%,75%,max,address
2635,FRIENDLY @ 16TH,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,FRIENDLY @ 16TH
2636,FRIENDLY ALLEY 25TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRIENDLY ALLEY 25TH AVE
2637,FRONT OF 2094 WILLAMETTE STR.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRONT OF 2094 WILLAMETTE STR.
2638,GARDEN AVE @ VILLARD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GARDEN AVE @ VILLARD
2639,GARDEN AVE MILL ST VILLA,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,GARDEN & MILL
2640,GARDEN AVE MOSS ST VILLA,27.0,3.11111111111,7.87075078685,0.0,0.0,0.0,0.0,24.0,GARDEN & MOSS
2641,GARDEN AVE MOSS ST WALNU,67.0,3.22388059701,7.9769001641,0.0,0.0,0.0,0.0,24.0,GARDEN & MOSS
2642,GARDEN AVE VILLARD ST FR,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GARDEN & VILLARD
2643,GARDEN AVE VILLARD ST MO,24.0,5.25,10.5139658674,0.0,0.0,0.0,0.0,30.0,GARDEN & VILLARD
2644,GARDEN AVE VILLARD ST WA,9.0,6.66666666667,10.5830052443,0.0,0.0,0.0,12.0,24.0,GARDEN & VILLARD
2645,GARDEN AVE WALNUT ST MOS,23.0,2.52173913043,7.82112271188,0.0,0.0,0.0,0.0,30.0,GARDEN & WALNUT
2646,GARDEN AVE WALNUT ST VIL,86.0,1.39534883721,5.64911043443,0.0,0.0,0.0,0.0,24.0,GARDEN & WALNUT
2647,GARFIELD @ ROOSEVELT,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GARFIELD @ ROOSEVELT
2648,GARTH LANE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GARTH LANE
2649,GILHAM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GILHAM
2650,GILHAM & MARLOW,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,GILHAM & MARLOW
2651,GOLDS GYM - DELTA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GOLDS GYM - DELTA
2652,GOODPASTURE / ALEXANDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GOODPASTURE / ALEXANDER
2653,GOODPASTURE ISLAND RD / HAPPY LANE,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,GOODPASTURE ISLAND RD / HAPPY LANE
2654,GOODPASTURE ISLAND ROAD,1.0,25.0,,25.0,25.0,25.0,25.0,25.0,GOODPASTURE ISLAND ROAD
2655,GOODWILL - SENECA & W. 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GOODWILL - SENECA & W. 11TH
2656,GOODWILL GREEN ACRES,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GOODWILL GREEN ACRES
2657,GRANT 7TH AVE 8TH AVE,13.0,11.0769230769,12.4529885199,0.0,0.0,0.0,24.0,24.0,7TH & 8TH
2658,GRANT 8TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GRANT 8TH AVE
2659,GRANT BROADWAY ST 8TH AV,4.0,6.0,12.0,0.0,0.0,0.0,6.0,24.0,GRANT BROADWAY ST 8TH AV
2660,GREEN ACRES - HOME DEPOT,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GREEN ACRES - HOME DEPOT
2661,GREEN ACRES HOME DEPOT,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,GREEN ACRES HOME DEPOT
2662,GRIMES AT WEST 1ST,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,GRIMES AT WEST 1ST
2663,HARLOW / HONEYSUCKLE,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,HARLOW / HONEYSUCKLE
2664,HARLOW RD 2841,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HARLOW RD 2841
2665,HARLOW RD 3535,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HARLOW RD 3535
2666,HARRIS ALLEY 20TH AVE 19,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HARRIS ALLEY 20TH AVE 19
2667,HARRIS ST 18TH AVE 19TH,15.0,6.0,12.4211800682,0.0,0.0,0.0,0.0,30.0,18TH & HARRIS
2668,HARRIS ST 1911,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HARRIS ST 1911
2669,HARRIS ST 19TH AVE 18TH,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19TH & HARRIS
2670,HARRIS ST 19TH AVE 20TH,133.0,1.62406015038,6.0510473721,0.0,0.0,0.0,0.0,24.0,19TH & HARRIS
2671,HARRIS ST 20TH AVE 19TH,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20TH & HARRIS
2672,HARRIS ST 20TH AVE 21ST,30.0,4.2,9.60387852686,0.0,0.0,0.0,0.0,30.0,20TH & HARRIS
2673,HARRIS ST 2124,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HARRIS ST 2124
2674,HARRIS ST 2176,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HARRIS ST 2176
2675,HARRIS ST 21ST AVE 20TH,20.0,1.2,5.366563146,0.0,0.0,0.0,0.0,24.0,21ST & HARRIS
2676,HARRIS ST 21ST AVE 22ND,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21ST & HARRIS
2677,HARRIS ST 22ND AVE 21ST,18.0,4.0,9.20357986617,0.0,0.0,0.0,0.0,24.0,22ND & HARRIS
2678,HARRIS ST 23RD AVE 22ND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23RD & HARRIS
2679,HARRIS ST 25TH AVE 24TH,1.0,15.0,,15.0,15.0,15.0,15.0,15.0,25TH & HARRIS
2680,HARRIS ST 26TH AVE 27TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,26TH & HARRIS
2681,HARRIS ST 27TH AVE 26TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,27TH & HARRIS
2682,HARRIS ST 28TH AVE 27TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,28TH & HARRIS
2683,HARRIS ST 30TH AVE 29TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,30TH & HARRIS
2684,HARRIS ST @  19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HARRIS ST @  19TH
2685,HARRIS ST @ 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HARRIS ST @ 19TH
2686,HIGH - 12TH TO 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH - 12TH TO 11TH
2687,HIGH - 8TH TO 7TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGH - 8TH TO 7TH
2688,HIGH - BROADWAY TO 8TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH - BROADWAY TO 8TH
2689,HIGH 8TH TO 7TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH 8TH TO 7TH
2690,HIGH @ 17TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH @ 17TH
2691,HIGH ST  ALLEY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH ST  ALLEY
2692,HIGH ST 10TH AVE 11TH AV,33.0,3.63636363636,8.73862897505,0.0,0.0,0.0,0.0,24.0,10TH & HIGH
2693,HIGH ST 11TH AVE 12TH AV,32.0,1.5,5.90243252206,0.0,0.0,0.0,0.0,24.0,11TH & HIGH
2694,HIGH ST 12TH AVE 13TH AV,24.0,5.08333333333,12.5244688047,0.0,0.0,0.0,0.0,50.0,12TH & HIGH
2695,HIGH ST 13TH AVE 12TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & HIGH
2696,HIGH ST 13TH AVE 14TH AV,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH & HIGH
2697,HIGH ST 14TH AVE 15TH AV,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH & HIGH
2698,HIGH ST 15TH AVE 16TH AV,8.0,6.125,11.3444448331,0.0,0.0,0.0,6.0,25.0,15TH & HIGH
2699,HIGH ST 16TH AVE 17TH AV,23.0,5.30434782609,12.7580091871,0.0,0.0,0.0,0.0,50.0,16TH & HIGH
2700,HIGH ST 17TH AVE 18TH AV,33.0,2.18181818182,7.00649049745,0.0,0.0,0.0,0.0,24.0,17TH & HIGH
2701,HIGH ST 18TH AVE 19TH AV,4.0,7.5,15.0,0.0,0.0,0.0,7.5,30.0,18TH & HIGH
2702,HIGH ST 2ND AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2ND & HIGH
2703,HIGH ST 2ND AVE 3RD AVE,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2ND & HIGH
2704,HIGH ST 2ND AVE CHESHIRE,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2ND & HIGH
2705,HIGH ST 3RD AVE 2ND AVE,7.0,6.85714285714,11.7108008754,0.0,0.0,0.0,12.0,24.0,3RD & HIGH
2706,HIGH ST 3RD AVE 4TH AVE,28.0,3.42857142857,8.5523597412,0.0,0.0,0.0,0.0,24.0,3RD & HIGH
2707,HIGH ST 4TH AVE 3RD AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,4TH & HIGH
2708,HIGH ST 4TH AVE 5TH AVE,8.0,9.0,12.4211800682,0.0,0.0,0.0,24.0,24.0,4TH & HIGH
2709,HIGH ST 4TH AVE 6TH AVE,69.0,4.17391304348,9.16347693089,0.0,0.0,0.0,0.0,24.0,4TH & HIGH
2710,HIGH ST 5TH AVE 4TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,5TH & HIGH
2711,HIGH ST 5TH AVE 6TH AVE,187.0,2.75935828877,7.62571030465,0.0,0.0,0.0,0.0,24.0,5TH & HIGH
2712,HIGH ST 5TH TO 6TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH ST 5TH TO 6TH
2713,HIGH ST 6TH AVE 5TH AVE,372.0,3.72580645161,8.57376935258,0.0,0.0,0.0,0.0,30.0,6TH & HIGH
2714,HIGH ST 6TH AVE 8TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,6TH & HIGH
2715,HIGH ST 6TH TO 5TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH ST 6TH TO 5TH
2716,HIGH ST 790 E 14TH 8TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH ST 790 E 14TH 8TH A
2717,HIGH ST 7TH AVE 6TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,7TH & HIGH
2718,HIGH ST 7TH AVE 8TH AVE,45.0,4.26666666667,9.27949841905,0.0,0.0,0.0,0.0,24.0,7TH & HIGH
2719,HIGH ST 8TH AVE BROADWAY,50.0,3.36,8.41223598609,0.0,0.0,0.0,0.0,24.0,8TH & HIGH
2720,HIGH ST BROADWAY ST 10TH,66.0,3.27272727273,8.29929645683,0.0,0.0,0.0,0.0,24.0,BROADWAY & HIGH
2721,HIGH ST W/S 12TH AVE 13T,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & HIGH
2722,HIGH ST. - 5TH TO 6TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH ST. - 5TH TO 6TH
2723,HIGH ST.- 8TH AND 7TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HIGH ST.- 8TH AND 7TH
2724,HII 5TH AVE 6TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,5TH & 6TH
2725,HILYARD - 11TH TO BRDWY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD - 11TH TO BRDWY
2726,HILYARD - 14TH TO 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD - 14TH TO 13TH
2727,HILYARD - 17TH TO 16TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD - 17TH TO 16TH
2728,HILYARD ST - 14TH TO 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST - 14TH TO 13TH
2729,HILYARD ST - 16TH TO 15TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST - 16TH TO 15TH
2730,HILYARD ST 11TH AVE BROA,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11TH & HILYARD
2731,HILYARD ST 13TH AVE 12TH,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH & HILYARD
2732,HILYARD ST 13TH AVE 14TH,295.0,3.86440677966,8.69642515326,0.0,0.0,0.0,0.0,24.0,13TH & HILYARD
2733,HILYARD ST 13TH AVE 15TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & HILYARD
2734,HILYARD ST 1490,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST 1490
2735,HILYARD ST 14TH AVE 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH & HILYARD
2736,HILYARD ST 14TH AVE 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH & HILYARD
2737,HILYARD ST 14TH AVE 15TH,134.0,4.0447761194,9.37270527035,0.0,0.0,0.0,0.0,50.0,14TH & HILYARD
2738,HILYARD ST 1526,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST 1526
2739,HILYARD ST 1546,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST 1546
2740,HILYARD ST 15TH AVE 14TH,4.0,6.0,12.0,0.0,0.0,0.0,6.0,24.0,15TH & HILYARD
2741,HILYARD ST 15TH AVE 16TH,122.0,3.93442622951,8.9218255043,0.0,0.0,0.0,0.0,24.0,15TH & HILYARD
2742,HILYARD ST 1691,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST 1691
2743,HILYARD ST 16TH AVE 15TH,5.0,10.0,22.360679775,0.0,0.0,0.0,0.0,50.0,16TH & HILYARD
2744,HILYARD ST 16TH AVE 17TH,91.0,3.16483516484,8.16532470099,0.0,0.0,0.0,0.0,24.0,16TH & HILYARD
2745,HILYARD ST 17TH AVE 18TH,17.0,6.70588235294,11.201365463,0.0,0.0,0.0,12.0,30.0,17TH & HILYARD
2746,HILYARD ST 18TH AVE 17TH,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,18TH & HILYARD
2747,HILYARD ST 19TH AVE 20TH,17.0,7.23529411765,11.9558009548,0.0,0.0,0.0,15.0,30.0,19TH & HILYARD
2748,HILYARD ST 20TH AVE 19TH,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0,20TH & HILYARD
2749,HILYARD ST 22ND AVE 23RD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22ND & HILYARD
2750,HILYARD ST 26TH AVE 27TH,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,26TH & HILYARD
2751,HILYARD ST @ 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST @ 14TH
2752,HILYARD ST ALDER ST HILY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALDER & HILYARD
2753,HILYARD ST BROADWAY ST 1,302.0,2.12582781457,7.13030557677,0.0,0.0,0.0,0.0,30.0,BROADWAY & HILYARD
2754,HILYARD ST FRANKLIN BLVD,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,HILYARD ST FRANKLIN BLVD
2755,HILYARD ST W BROADWAY ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROADWAY & HILYARD
2756,HILYARD ST W/S BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST W/S BROADWAY
2757,HILYARD ST. - 11TH AND BROAD.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HILYARD ST. - 11TH AND BROAD.
2758,HODGEPODGE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HODGEPODGE
2759,HODGEPODGE - EAST 13TH,1.0,80.0,,80.0,80.0,80.0,80.0,80.0,HODGEPODGE - EAST 13TH
2760,HOLLY & CALGARY,1.0,100.0,,100.0,100.0,100.0,100.0,100.0,HOLLY & CALGARY
2761,HOME DEPOT,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HOME DEPOT
2762,HOME DEPOT - GREEN ACRES,3.0,126.666666667,219.393102292,0.0,0.0,0.0,190.0,380.0,HOME DEPOT - GREEN ACRES
2763,HOME DEPOT - GREEN ACRES & DELTA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HOME DEPOT - GREEN ACRES & DELTA
2764,HOME DEPOT - SENECA,2.0,190.0,268.700576851,0.0,95.0,190.0,285.0,380.0,HOME DEPOT - SENECA
2765,HOME DEPOT - WEST 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HOME DEPOT - WEST 11TH
2766,HOME DEPOT SENECA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HOME DEPOT SENECA
2767,HOME DEPOT-SENECA NEAR W 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HOME DEPOT-SENECA NEAR W 11TH
2768,HORSE HEAD N DRIVEWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,HORSE HEAD N DRIVEWAY
2769,IN FRONT OF 685 THRONE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,IN FRONT OF 685 THRONE
2770,JACKSON 11TH AVE 10TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JACKSON 11TH AVE 10TH AV
2771,JACKSON 28TH AVE 27TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JACKSON 28TH AVE 27TH AV
2772,JC PENNY VALLEY RIVER CENTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JC PENNY VALLEY RIVER CENTER
2773,JEFFERSON - SOUTH OF FIRST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JEFFERSON - SOUTH OF FIRST
2774,JEFFERSON / 24TH PLACE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JEFFERSON / 24TH PLACE
2775,JEFFERSON BETWEEN 17TH & 18TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JEFFERSON BETWEEN 17TH & 18TH
2776,JEFFERSON NEAR 18TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JEFFERSON NEAR 18TH
2777,JEFFERSON ST 10TH AVE BR,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,10TH & JEFFERSON
2778,JEFFERSON ST 1ST AVE 5TH,8.0,196.0,196.913323934,0.0,18.0,202.0,380.0,380.0,1ST & JEFFERSON
2779,JEFFERSON ST 2255,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JEFFERSON ST 2255
2780,JEFFERSON ST 5TH AVE 1ST,2.0,190.0,268.700576851,0.0,95.0,190.0,285.0,380.0,5TH & JEFFERSON
2781,JEFFERSON ST BROADWAY ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,BROADWAY & JEFFERSON
2782,JESSEN / BEAN,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,JESSEN / BEAN
2783,JESSES @ENCHANTMENT,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,JESSES @ENCHANTMENT
2784,KINCADE 13-14,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCADE 13-14
2785,KINCAID  - 15TH TO 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID  - 15TH TO 14TH
2786,KINCAID  - END TO 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID  - END TO 13TH
2787,KINCAID  13TH -12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID  13TH -12TH
2788,KINCAID - 11TH TO END,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID - 11TH TO END
2789,KINCAID - 12TH TO 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KINCAID - 12TH TO 11TH
2790,KINCAID - 13TH TO 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID - 13TH TO 11TH
2791,KINCAID - 13TH TO 12TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KINCAID - 13TH TO 12TH
2792,KINCAID - 13TH TO 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID - 13TH TO 14TH
2793,KINCAID - 14TH TO 15TH,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,KINCAID - 14TH TO 15TH
2794,KINCAID - 15TH AND 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID - 15TH AND 14TH
2795,KINCAID - 15TH TO 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID - 15TH TO 14TH
2796,KINCAID - 15TH TO END,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KINCAID - 15TH TO END
2797,KINCAID - 20TH TO 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID - 20TH TO 19TH
2798,KINCAID - END TO 13TH,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KINCAID - END TO 13TH
2799,KINCAID / EAST 15TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID / EAST 15TH
2800,KINCAID 15TH TO 14TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KINCAID 15TH TO 14TH
2801,KINCAID END TO 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID END TO 13TH
2802,KINCAID END-13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID END-13TH
2803,KINCAID ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID ST
2804,KINCAID ST - 13TH AND 12TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & KINCAID
2805,KINCAID ST - 13TH AVE AND 12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & KINCAID
2806,KINCAID ST - 13TH AVE AND 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & KINCAID
2807,KINCAID ST - 14TH AND 15TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID ST - 14TH AND 15TH
2808,KINCAID ST - 14TH AND 15TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,15TH & KINCAID
2809,KINCAID ST - 18TH TO 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID ST - 18TH TO 19TH
2810,KINCAID ST - END AND 13TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & KINCAID
2811,KINCAID ST 11TH AVE 1287,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,11TH & KINCAID
2812,KINCAID ST 11TH AVE 12TH,376.0,2.56117021277,7.62567471727,0.0,0.0,0.0,0.0,30.0,11TH & KINCAID
2813,KINCAID ST 11TH AVE 13TH,123.0,2.24390243902,6.93097284991,0.0,0.0,0.0,0.0,24.0,11TH & KINCAID
2814,KINCAID ST 11TH AVE BROA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,11TH & KINCAID
2815,KINCAID ST 11TH AVE END,124.0,1.95967741935,6.73589968828,0.0,0.0,0.0,0.0,30.0,11TH & KINCAID
2816,KINCAID ST 1287 OAK ST 1,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,KINCAID & OAK
2817,KINCAID ST 12TH AVE 11TH,6.0,4.0,9.79795897113,0.0,0.0,0.0,0.0,24.0,12TH & KINCAID
2818,KINCAID ST 12TH AVE 13TH,1116.0,3.42204301075,9.45796543039,0.0,0.0,0.0,0.0,100.0,12TH & KINCAID
2819,KINCAID ST 12TH AVE 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & KINCAID
2820,KINCAID ST 12TH AVE 3RD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & KINCAID
2821,KINCAID ST 12TH TO 13TH,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,KINCAID ST 12TH TO 13TH
2822,KINCAID ST 13TH AVE 11TH,6.0,4.0,9.79795897113,0.0,0.0,0.0,0.0,24.0,13TH & KINCAID
2823,KINCAID ST 13TH AVE 12TH,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH & KINCAID
2824,KINCAID ST 13TH AVE 14TH,373.0,2.58981233244,7.43687435913,0.0,0.0,0.0,0.0,30.0,13TH & KINCAID
2825,KINCAID ST 13TH AVE 15TH,159.0,1.7358490566,6.16282529137,0.0,0.0,0.0,0.0,24.0,13TH & KINCAID
2826,KINCAID ST 13TH AVE END,1189.0,3.2960470984,8.42534013647,0.0,0.0,0.0,0.0,70.0,13TH & KINCAID
2827,KINCAID ST 13TH AVE MOSS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & KINCAID
2828,KINCAID ST 14TH AVE 13TH,509.0,3.3300589391,8.14201581018,0.0,0.0,0.0,0.0,30.0,14TH & KINCAID
2829,KINCAID ST 14TH AVE 15TH,179.0,2.54748603352,7.41329900054,0.0,0.0,0.0,0.0,24.0,14TH & KINCAID
2830,KINCAID ST 15TH AVE 1316,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,15TH & KINCAID
2831,KINCAID ST 15TH AVE 13TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15TH & KINCAID
2832,KINCAID ST 15TH AVE 14TH,1044.0,2.79597701149,7.64100704056,0.0,0.0,0.0,0.0,24.0,15TH & KINCAID
2833,KINCAID ST 15TH AVE 15TH,6.0,4.0,9.79795897113,0.0,0.0,0.0,0.0,24.0,15TH & KINCAID
2834,KINCAID ST 15TH AVE END,5.0,10.8,14.9398795176,0.0,0.0,0.0,24.0,30.0,15TH & KINCAID
2835,KINCAID ST 1844,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID ST 1844
2836,KINCAID ST 1862,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID ST 1862
2837,KINCAID ST 18TH AVE 19TH,112.0,5.05357142857,10.3687326979,0.0,0.0,0.0,0.0,50.0,18TH & KINCAID
2838,KINCAID ST 1940,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID ST 1940
2839,KINCAID ST 19TH AVE 18TH,21.0,3.57142857143,9.37321411561,0.0,0.0,0.0,0.0,30.0,19TH & KINCAID
2840,KINCAID ST 19TH AVE 20TH,63.0,3.04761904762,8.05510972158,0.0,0.0,0.0,0.0,24.0,19TH & KINCAID
2841,KINCAID ST 20TH AVE 19TH,63.0,3.90476190476,9.09043149143,0.0,0.0,0.0,0.0,30.0,20TH & KINCAID
2842,KINCAID ST 20TH AVE 21ST,8.0,6.75,12.6010203668,0.0,0.0,0.0,6.0,30.0,20TH & KINCAID
2843,KINCAID ST 2133,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,KINCAID ST 2133
2844,KINCAID ST 21ST AVE 20TH,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21ST & KINCAID
2845,KINCAID ST 21ST AVE 22ND,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21ST & KINCAID
2846,KINCAID ST 22ND AVE 21ST,9.0,9.33333333333,14.1067359797,0.0,0.0,0.0,24.0,30.0,22ND & KINCAID
2847,KINCAID ST 22ND AVE 23RD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,22ND & KINCAID
2848,KINCAID ST 23RD AVE 22ND,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,23RD & KINCAID
2849,KINCAID ST 24TH AVE 25TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,24TH & KINCAID
